Daily Loan Principal & Interest Calculation Spreadsheet,,,,,,,,,,,,,,
BMB_Loan_Payment_1st_Payment_07_12_17.xls,,,,,13-Nov-2025,,,,,,,,,
Beginning Balance:,,$0.00 ,,,APR:,8.00%,Daily:,0.021918%,,,,,,
Beginning day of Loan,,26-Jan-2015,,,Maturity:,60 mos =,5 years,,,,,,,
First payment date,,,,,Payment:,$0.00 ,,,,,,,,
,,,,,System digit truncation:,,8 digits,,,,,,,
"Required inputs in the table are the amounts of fees and payments, input on the days they were charged or paid.  ",,,,,,,,,,,,,,
Date,Beginning Balance,Fees Chgd,Interest Rate,Interest Accrued each Day,Cumulative Interest Accrued,Payment,Fees Paid,Interest Paid,Principal Paid,Remaining Balance,Balance + Interest Due,Total Interest Paid,,
7-Feb-2021,"393,900.00",,8.00%,86.33,"99,975.06",,,0.00,0.00,"393,900.00","493,875.06","68,419.18",,
8-Feb-2021,"393,900.00",,8.00%,86.33,"100,061.39",,,0.00,0.00,"393,900.00","493,961.39","68,419.18",,
9-Feb-2021,"393,900.00",,8.00%,86.33,"100,147.73",,,0.00,0.00,"393,900.00","494,047.72","68,419.18",,
10-Feb-2021,"393,900.00",,8.00%,86.33,"100,234.06",,,0.00,0.00,"393,900.00","494,134.06","68,419.18",,
11-Feb-2021,"393,900.00",,8.00%,86.33,"100,320.39",,,0.00,0.00,"393,900.00","494,220.39","68,419.18",,
12-Feb-2021,"393,900.00",,8.00%,86.33,"100,406.73",,,0.00,0.00,"393,900.00","494,306.73","68,419.18",,
13-Feb-2021,"393,900.00",,8.00%,86.33,"100,493.06",,,0.00,0.00,"393,900.00","494,393.06","68,419.18",,
14-Feb-2021,"393,900.00",,8.00%,86.33,"100,579.40",,,0.00,0.00,"393,900.00","494,479.39","68,419.18",,
15-Feb-2021,"393,900.00",,8.00%,86.33,"100,665.73",,,0.00,0.00,"393,900.00","494,565.73","68,419.18",,
16-Feb-2021,"393,900.00",,8.00%,86.33,"100,752.07",,,0.00,0.00,"393,900.00","494,652.06","68,419.18",,
17-Feb-2021,"393,900.00",,8.00%,86.33,"100,838.40",,,0.00,0.00,"393,900.00","494,738.40","68,419.18",,
18-Feb-2021,"393,900.00",,8.00%,86.33,"100,924.73",,,0.00,0.00,"393,900.00","494,824.73","68,419.18",,
19-Feb-2021,"393,900.00",,8.00%,86.33,"101,011.07",,,0.00,0.00,"393,900.00","494,911.07","68,419.18",,
20-Feb-2021,"393,900.00",,8.00%,86.33,"101,097.40",,,0.00,0.00,"393,900.00","494,997.40","68,419.18",,
21-Feb-2021,"393,900.00",,8.00%,86.33,"101,183.74",,,0.00,0.00,"393,900.00","495,083.73","68,419.18",,
22-Feb-2021,"393,900.00",,8.00%,86.33,"101,270.07",,,0.00,0.00,"393,900.00","495,170.07","68,419.18",,
23-Feb-2021,"393,900.00",,8.00%,86.33,"101,356.40",,,0.00,0.00,"393,900.00","495,256.40","68,419.18",,
24-Feb-2021,"393,900.00",,8.00%,86.33,"101,442.74",,,0.00,0.00,"393,900.00","495,342.74","68,419.18",,
25-Feb-2021,"393,900.00",,8.00%,86.33,"101,529.07",,,0.00,0.00,"393,900.00","495,429.07","68,419.18",,
26-Feb-2021,"393,900.00",,8.00%,86.33,"101,615.41",,,0.00,0.00,"393,900.00","495,515.41","68,419.18",,
27-Feb-2021,"393,900.00",,8.00%,86.33,"101,701.74",,,0.00,0.00,"393,900.00","495,601.74","68,419.18",,
28-Feb-2021,"393,900.00",,8.00%,86.33,"101,788.08",,,0.00,0.00,"393,900.00","495,688.07","68,419.18",,
1-Mar-2021,"393,900.00",,8.00%,86.33,"101,874.41",,,0.00,0.00,"393,900.00","495,774.41","68,419.18",,
2-Mar-2021,"393,900.00",,8.00%,86.33,"101,960.74",,,0.00,0.00,"393,900.00","495,860.74","68,419.18",,
3-Mar-2021,"393,900.00",,8.00%,86.33,"102,047.08",,,0.00,0.00,"393,900.00","495,947.08","68,419.18",,
4-Mar-2021,"393,900.00",,8.00%,86.33,"102,133.41",,,0.00,0.00,"393,900.00","496,033.41","68,419.18",,
5-Mar-2021,"393,900.00",,8.00%,86.33,"102,219.75",,,0.00,0.00,"393,900.00","496,119.75","68,419.18",,
6-Mar-2021,"393,900.00",,8.00%,86.33,"102,306.08",,,0.00,0.00,"393,900.00","496,206.08","68,419.18",,
7-Mar-2021,"393,900.00",,8.00%,86.33,"102,392.42",,,0.00,0.00,"393,900.00","496,292.41","68,419.18",,
8-Mar-2021,"393,900.00",,8.00%,86.33,"102,478.75",,,0.00,0.00,"393,900.00","496,378.75","68,419.18",,
9-Mar-2021,"393,900.00",,8.00%,86.33,"102,565.08",,,0.00,0.00,"393,900.00","496,465.08","68,419.18",,
10-Mar-2021,"393,900.00",,8.00%,86.33,"102,651.42",,,0.00,0.00,"393,900.00","496,551.42","68,419.18",,
11-Mar-2021,"393,900.00",,8.00%,86.33,"102,737.75",,,0.00,0.00,"393,900.00","496,637.75","68,419.18",,
12-Mar-2021,"393,900.00",,8.00%,86.33,"102,824.09",,,0.00,0.00,"393,900.00","496,724.09","68,419.18",,
13-Mar-2021,"393,900.00",,8.00%,86.33,"102,910.42",,,0.00,0.00,"393,900.00","496,810.42","68,419.18",,
14-Mar-2021,"393,900.00",,8.00%,86.33,"102,996.76",,,0.00,0.00,"393,900.00","496,896.75","68,419.18",,
15-Mar-2021,"393,900.00",,8.00%,86.33,"103,083.09",,,0.00,0.00,"393,900.00","496,983.09","68,419.18",,
16-Mar-2021,"393,900.00",,8.00%,86.33,"103,169.42",,,0.00,0.00,"393,900.00","497,069.42","68,419.18",,
17-Mar-2021,"393,900.00",,8.00%,86.33,"103,255.76",,,0.00,0.00,"393,900.00","497,155.76","68,419.18",,
18-Mar-2021,"393,900.00",,8.00%,86.33,"103,342.09",,,0.00,0.00,"393,900.00","497,242.09","68,419.18",,
19-Mar-2021,"393,900.00",,8.00%,86.33,"103,428.43",,,0.00,0.00,"393,900.00","497,328.42","68,419.18",,
20-Mar-2021,"393,900.00",,8.00%,86.33,"103,514.76",,,0.00,0.00,"393,900.00","497,414.76","68,419.18",,
21-Mar-2021,"393,900.00",,8.00%,86.33,"103,601.10",,,0.00,0.00,"393,900.00","497,501.09","68,419.18",,
22-Mar-2021,"393,900.00",,8.00%,86.33,"103,687.43",,,0.00,0.00,"393,900.00","497,587.43","68,419.18",,
23-Mar-2021,"393,900.00",,8.00%,86.33,"103,773.76",,,0.00,0.00,"393,900.00","497,673.76","68,419.18",,
24-Mar-2021,"393,900.00",,8.00%,86.33,"103,860.10",,,0.00,0.00,"393,900.00","497,760.10","68,419.18",,
25-Mar-2021,"393,900.00",,8.00%,86.33,"103,946.43",,,0.00,0.00,"393,900.00","497,846.43","68,419.18",,
26-Mar-2021,"393,900.00",,8.00%,86.33,"104,032.77",,,0.00,0.00,"393,900.00","497,932.76","68,419.18",,
27-Mar-2021,"393,900.00",,8.00%,86.33,"104,119.10",,,0.00,0.00,"393,900.00","498,019.10","68,419.18",,
28-Mar-2021,"393,900.00",,8.00%,86.33,"104,205.44",,,0.00,0.00,"393,900.00","498,105.43","68,419.18",,
29-Mar-2021,"393,900.00",,8.00%,86.33,"104,291.77",,,0.00,0.00,"393,900.00","498,191.77","68,419.18",,
30-Mar-2021,"393,900.00",,8.00%,86.33,"104,378.10",,,0.00,0.00,"393,900.00","498,278.10","68,419.18",,
31-Mar-2021,"393,900.00",,8.00%,86.33,"104,464.44",,,0.00,0.00,"393,900.00","498,364.44","68,419.18",,
1-Apr-2021,"393,900.00",,8.00%,86.33,"104,550.77",,,0.00,0.00,"393,900.00","498,450.77","68,419.18",,
2-Apr-2021,"393,900.00",,8.00%,86.33,"104,637.11",,,0.00,0.00,"393,900.00","498,537.10","68,419.18",,
3-Apr-2021,"393,900.00",,8.00%,86.33,"104,723.44",,,0.00,0.00,"393,900.00","498,623.44","68,419.18",,
4-Apr-2021,"393,900.00",,8.00%,86.33,"104,809.77",,,0.00,0.00,"393,900.00","498,709.77","68,419.18",,
5-Apr-2021,"393,900.00",,8.00%,86.33,"104,896.11",,,0.00,0.00,"393,900.00","498,796.11","68,419.18",,
6-Apr-2021,"393,900.00",,8.00%,86.33,"104,982.44",,,0.00,0.00,"393,900.00","498,882.44","68,419.18",,
7-Apr-2021,"393,900.00",,8.00%,86.33,"105,068.78",,,0.00,0.00,"393,900.00","498,968.78","68,419.18",,
8-Apr-2021,"393,900.00",,8.00%,86.33,"105,155.11",,,0.00,0.00,"393,900.00","499,055.11","68,419.18",,
9-Apr-2021,"393,900.00",,8.00%,86.33,"105,241.45",,,0.00,0.00,"393,900.00","499,141.44","68,419.18",,
10-Apr-2021,"393,900.00",,8.00%,86.33,"105,327.78",,,0.00,0.00,"393,900.00","499,227.78","68,419.18",,
11-Apr-2021,"393,900.00",,8.00%,86.33,"105,414.11",,,0.00,0.00,"393,900.00","499,314.11","68,419.18",,
12-Apr-2021,"393,900.00",,8.00%,86.33,"105,500.45",,,0.00,0.00,"393,900.00","499,400.45","68,419.18",,
13-Apr-2021,"393,900.00",,8.00%,86.33,"105,586.78",,,0.00,0.00,"393,900.00","499,486.78","68,419.18",,
